Accession numbers      Start        End         Length       Prediction method
NC_010084.1         2830001         2850000         19999         INDeGenIUS
NC_010084.1         3060001         3070000         9999         INDeGenIUS
NC_010322.1         210001         220000         9999         INDeGenIUS
NC_010322.1         590001         610000         19999         INDeGenIUS
NC_010322.1         1830001         1860000         29999         INDeGenIUS
NC_010322.1         4630001         4670000         39999         INDeGenIUS
NC_010322.1         5310001         5320000         9999         INDeGenIUS
NC_010322.1         5360001         5370000         9999         INDeGenIUS
NC_010322.1         5380001         5390000         9999         INDeGenIUS
NC_010322.1         6050001         6060000         9999         INDeGenIUS
NC_010512.1         380001         390000         9999         INDeGenIUS
NC_010512.1         780001         790000         9999         INDeGenIUS
NC_010512.1         1040001         1050000         9999         INDeGenIUS
NC_010515.1         1650001         1660000         9999         INDeGenIUS
NC_010515.1         1710001         1720000         9999         INDeGenIUS
NC_010515.1         2010001         2020000         9999         INDeGenIUS
NC_010515.1         2110001         2140000         29999         INDeGenIUS
NC_010515.1         2160001         2170000         9999         INDeGenIUS
NC_011145.1         1400001         1410000         9999         INDeGenIUS
NC_011145.1         1740001         1750000         9999         INDeGenIUS
NC_011145.1         2550001         2560000         9999         INDeGenIUS
NC_011145.1         3000001         3010000         9999         INDeGenIUS
NC_011145.1         3750001         3780000         29999         INDeGenIUS
NC_011145.1         4340001         4350000         9999         INDeGenIUS
NC_011145.1         4430001         4460000         29999         INDeGenIUS
NC_011145.1         4970001         4980000         9999         INDeGenIUS
