Accession numbers      Start        End         Length       Prediction method
NC_003047.1         3056002         3073501         17499         MTGIpick
NC_003047.1         3057002         3072501         15499         MTGIpick
NC_003047.1         3134002         3156501         22499         MTGIpick
NC_003047.1         3135002         3156501         21499         MTGIpick
NC_003047.1         3269002         3282501         13499         MTGIpick
NC_003047.1         3306002         3319566         13564         MTGIpick
NC_003047.1         3358372         3438361         79989         MTGIpick
NC_003047.1         3358372         3444501         86129         MTGIpick
NC_003047.1         3587002         3607265         20263         MTGIpick
NC_003047.1         3588002         3607265         19263         MTGIpick
NC_004603.1         205151         219501         14350         MTGIpick
NC_004603.1         205151         218501         13350         MTGIpick
NC_004603.1         205151         246443         41292         MTGIpick
NC_004603.1         205230         278837         73607         MTGIpick
NC_004603.1         230002         246443         16441         MTGIpick
NC_004603.1         231002         253771         22769         MTGIpick
NC_004603.1         268441         278837         10396         MTGIpick
NC_004603.1         376392         386756         10364         MTGIpick
NC_004603.1         376392         399501         23109         MTGIpick
NC_004603.1         376392         400501         24109         MTGIpick
NC_004603.1         452385         478444         26059         MTGIpick
NC_004603.1         463828         478444         14616         MTGIpick
NC_004603.1         628689         641579         12890         MTGIpick
NC_004603.1         1115002         1145244         30242         MTGIpick
NC_004603.1         1116002         1145244         29242         MTGIpick
NC_004603.1         1440548         1459014         18466         MTGIpick
NC_004603.1         1440606         1458427         17821         MTGIpick
NC_004603.1         1466182         1491450         25268         MTGIpick
NC_004603.1         1467002         1491450         24448         MTGIpick
NC_004603.1         1506002         1531168         25166         MTGIpick
NC_004603.1         1621772         1637176         15404         MTGIpick
NC_004603.1         1625061         1637176         12115         MTGIpick
NC_004603.1         1625061         1640501         15440         MTGIpick
NC_004603.1         1625097         1637176         12079         MTGIpick
NC_004603.1         1679416         1697501         18085         MTGIpick
NC_004603.1         1684002         1697501         13499         MTGIpick
NC_004603.1         1723002         1745350         22348         MTGIpick
NC_004603.1         1730622         1745350         14728         MTGIpick
NC_004603.1         1769475         1790000         20525         MTGIpick
NC_004603.1         1774451         1790000         15549         MTGIpick
NC_004603.1         1898871         1951266         52395         MTGIpick
NC_004603.1         1898871         1943501         44630         MTGIpick
NC_004603.1         2110629         2129412         18783         MTGIpick
NC_004603.1         2234002         2260220         26218         MTGIpick
NC_004603.1         2234002         2252501         18499         MTGIpick
NC_004603.1         2234002         2251501         17499         MTGIpick
NC_004603.1         2235002         2252501         17499         MTGIpick
NC_004603.1         2235002         2251501         16499         MTGIpick
NC_004603.1         2236002         2251501         15499         MTGIpick
NC_004603.1         2324002         2375444         51442         MTGIpick
NC_004603.1         2325002         2370278         45276         MTGIpick
NC_004603.1         2332738         2370278         37540         MTGIpick
NC_004603.1         2348961         2370278         21317         MTGIpick
NC_004603.1         2410834         2432789         21955         MTGIpick
NC_004603.1         2413143         2432792         19649         MTGIpick
NC_004603.1         2414783         2425659         10876         MTGIpick
NC_004603.1         2574162         2583501         9339         MTGIpick
NC_004603.1         2574173         2592594         18421         MTGIpick
NC_004603.1         2574173         2592596         18423         MTGIpick
NC_004603.1         2607434         2619449         12015         MTGIpick
NC_004603.1         2835244         2854919         19675         MTGIpick
NC_004603.1         2961764         2976123         14359         MTGIpick
NC_004603.1         3037651         3138327         100676         MTGIpick
NC_004603.1         3057012         3072908         15896         MTGIpick
NC_004603.1         3057012         3138327         81315         MTGIpick
NC_004603.1         3079384         3101245         21861         MTGIpick
NC_004603.1         3079503         3100900         21397         MTGIpick
NC_004603.1         3083416         3109907         26491         MTGIpick
NC_004603.1         3083416         3138327         54911         MTGIpick
NC_004603.1         3083458         3100900         17442         MTGIpick
NC_004603.1         3109914         3122354         12440         MTGIpick
NC_004603.1         3109914         3128193         18279         MTGIpick
NC_004603.1         3163122         3180354         17232         MTGIpick
NC_004603.1         3163122         3187455         24333         MTGIpick
NC_004603.1         3165451         3183322         17871         MTGIpick
NC_005773.3         111385         138500         27115         MTGIpick
NC_005773.3         111385         159850         48465         MTGIpick
NC_005773.3         111385         138411         27026         MTGIpick
NC_005773.3         180305         220875         40570         MTGIpick
NC_005773.3         182289         220875         38586         MTGIpick
NC_005773.3         189019         220875         31856         MTGIpick
NC_005773.3         189132         205950         16818         MTGIpick
NC_005773.3         189132         220875         31743         MTGIpick
NC_005773.3         664411         683725         19314         MTGIpick
NC_005773.3         697614         732542         34928         MTGIpick
NC_005773.3         715322         732542         17220         MTGIpick
NC_005773.3         801966         819558         17592         MTGIpick
NC_005773.3         870669         928686         58017         MTGIpick
NC_005773.3         961668         983569         21901         MTGIpick
NC_005773.3         1132951         1169633         36682         MTGIpick
NC_005773.3         1132951         1162158         29207         MTGIpick
NC_005773.3         1302102         1318546         16444         MTGIpick
NC_005773.3         1302102         1356466         54364         MTGIpick
NC_005773.3         1340604         1350928         10324         MTGIpick
NC_005773.3         1340604         1356466         15862         MTGIpick
NC_005773.3         1474530         1485717         11187         MTGIpick
NC_005773.3         1510655         1527501         16846         MTGIpick
NC_005773.3         1510655         1528501         17846         MTGIpick
NC_005773.3         1667002         1697475         30473         MTGIpick
NC_005773.3         1668002         1697475         29473         MTGIpick
NC_005773.3         1669002         1688603         19601         MTGIpick
NC_005773.3         1722705         1738476         15771         MTGIpick
NC_005773.3         1722705         1738442         15737         MTGIpick
NC_005773.3         1850759         1864004         13245         MTGIpick
NC_005773.3         1850861         1864004         13143         MTGIpick
NC_005773.3         1952364         1966999         14635         MTGIpick
NC_005773.3         1952364         1976501         24137         MTGIpick
NC_005773.3         2025002         2054348         29346         MTGIpick
NC_005773.3         2026002         2054282         28280         MTGIpick
NC_005773.3         2027059         2045501         18442         MTGIpick
NC_005773.3         2028002         2045501         17499         MTGIpick
NC_005773.3         2028002         2044501         16499         MTGIpick
NC_005773.3         2029002         2044501         15499         MTGIpick
NC_005773.3         2137876         2148501         10625         MTGIpick
NC_005773.3         2176959         2195184         18225         MTGIpick
NC_005773.3         2176959         2199874         22915         MTGIpick
NC_005773.3         2238095         2258501         20406         MTGIpick
NC_005773.3         2238095         2257501         19406         MTGIpick
NC_005773.3         2239002         2258501         19499         MTGIpick
NC_005773.3         2239002         2275501         36499         MTGIpick
NC_005773.3         2316837         2332501         15664         MTGIpick
NC_005773.3         2318522         2331501         12979         MTGIpick
NC_005773.3         2497763         2510688         12925         MTGIpick
NC_005773.3         2498521         2510688         12167         MTGIpick
NC_005773.3         2644777         2660771         15994         MTGIpick
NC_005773.3         2676706         2685891         9185         MTGIpick
NC_005773.3         2736918         2748501         11583         MTGIpick
NC_005773.3         2736918         2749501         12583         MTGIpick
NC_005773.3         2857002         2875352         18350         MTGIpick
NC_005773.3         2858002         2875352         17350         MTGIpick
NC_005773.3         3226322         3237834         11512         MTGIpick
NC_005773.3         3226322         3241908         15586         MTGIpick
NC_005773.3         3226322         3243501         17179         MTGIpick
NC_005773.3         3226322         3269089         42767         MTGIpick
NC_005773.3         3341325         3369501         28176         MTGIpick
NC_005773.3         3344002         3365501         21499         MTGIpick
NC_005773.3         3344002         3366501         22499         MTGIpick
NC_005773.3         3346002         3365501         19499         MTGIpick
NC_005773.3         3351002         3365501         14499         MTGIpick
NC_005773.3         3596471         3617501         21030         MTGIpick
NC_005773.3         3596471         3637336         40865         MTGIpick
NC_005773.3         3607931         3637336         29405         MTGIpick
NC_005773.3         3853926         3869779         15853         MTGIpick
NC_005773.3         3889446         3899501         10055         MTGIpick
NC_005773.3         4099002         4115987         16985         MTGIpick
NC_005773.3         4123038         4135125         12087         MTGIpick
NC_005773.3         4192830         4210501         17671         MTGIpick
NC_005773.3         4192851         4209501         16650         MTGIpick
NC_005773.3         4197784         4209501         11717         MTGIpick
NC_005773.3         4291260         4314741         23481         MTGIpick
NC_005773.3         4291260         4330894         39634         MTGIpick
NC_005773.3         4319578         4330894         11316         MTGIpick
NC_005773.3         4375002         4395662         20660         MTGIpick
NC_005773.3         4475386         4497129         21743         MTGIpick
NC_005773.3         4546830         4565342         18512         MTGIpick
NC_005773.3         4771119         4819580         48461         MTGIpick
NC_005773.3         4781226         4819580         38354         MTGIpick
NC_005773.3         4797943         4819580         21637         MTGIpick
NC_005773.3         4852002         4865501         13499         MTGIpick
NC_005773.3         4901446         4939534         38088         MTGIpick
NC_005773.3         5172211         5206404         34193         MTGIpick
NC_005773.3         5172211         5252699         80488         MTGIpick
NC_005773.3         5172212         5206404         34192         MTGIpick
NC_005773.3         5172212         5194783         22571         MTGIpick
NC_005773.3         5172212         5252699         80487         MTGIpick
NC_005773.3         5213625         5252699         39074         MTGIpick
NC_005773.3         5311339         5323365         12026         MTGIpick
NC_005773.3         5311339         5322186         10847         MTGIpick
NC_005773.3         5618604         5632501         13897         MTGIpick
NC_005773.3         5643488         5668299         24811         MTGIpick
NC_005773.3         5643488         5664995         21507         MTGIpick
NC_005773.3         5681002         5705501         24499         MTGIpick
NC_005773.3         5738960         5760392         21432         MTGIpick
NC_005773.3         5738960         5760389         21429         MTGIpick
NC_005773.3         5900299         5909251         8952         MTGIpick
NC_005773.3         5900299         5909280         8981         MTGIpick
NC_007434.1         179782         198501         18719         MTGIpick
NC_007434.1         179789         198501         18712         MTGIpick
NC_007434.1         181002         198501         17499         MTGIpick
NC_007434.1         182002         198501         16499         MTGIpick
NC_007434.1         294002         328501         34499         MTGIpick
NC_007434.1         295002         328501         33499         MTGIpick
NC_007434.1         303676         317740         14064         MTGIpick
NC_007434.1         794002         810797         16795         MTGIpick
NC_007434.1         1000002         1016501         16499         MTGIpick
NC_007434.1         1000002         1017501         17499         MTGIpick
NC_007434.1         1001002         1017501         16499         MTGIpick
NC_007434.1         1008360         1015501         7141         MTGIpick
NC_007434.1         1322094         1352501         30407         MTGIpick
NC_007434.1         1322094         1351909         29815         MTGIpick
NC_007434.1         1502002         1520501         18499         MTGIpick
NC_007434.1         1503002         1520501         17499         MTGIpick
NC_007434.1         1504002         1520501         16499         MTGIpick
NC_007434.1         1717260         1823501         106241         MTGIpick
NC_007434.1         1717260         1822501         105241         MTGIpick
NC_007434.1         1717260         1821501         104241         MTGIpick
NC_007434.1         1717260         1820501         103241         MTGIpick
NC_007434.1         1717260         1855501         138241         MTGIpick
NC_007434.1         1717260         1854501         137241         MTGIpick
NC_007434.1         1836129         1855501         19372         MTGIpick
NC_007434.1         1915642         1940099         24457         MTGIpick
NC_007434.1         2258002         2271501         13499         MTGIpick
NC_007434.1         2386002         2416501         30499         MTGIpick
NC_007434.1         2386002         2414501         28499         MTGIpick
NC_007434.1         2387002         2414501         27499         MTGIpick
NC_007434.1         2394760         2414501         19741         MTGIpick
NC_007434.1         2394760         2413501         18741         MTGIpick
NC_007434.1         2394760         2412501         17741         MTGIpick
NC_007434.1         2394760         2411501         16741         MTGIpick
NC_007434.1         2426002         2506135         80133         MTGIpick
NC_007434.1         2427002         2506135         79133         MTGIpick
NC_007434.1         2427002         2505870         78868         MTGIpick
NC_007434.1         2428002         2505870         77868         MTGIpick
NC_007434.1         2435847         2480448         44601         MTGIpick
NC_007434.1         2806002         2822501         16499         MTGIpick
NC_007434.1         2806002         2823501         17499         MTGIpick
NC_007434.1         2807002         2821565         14563         MTGIpick
NC_007434.1         3454002         3467501         13499         MTGIpick
NC_007434.1         3455002         3468501         13499         MTGIpick
NC_007434.1         3593002         3615501         22499         MTGIpick
NC_007434.1         3593002         3614501         21499         MTGIpick
NC_007434.1         3593002         3613501         20499         MTGIpick
NC_007434.1         3594002         3613501         19499         MTGIpick
NC_007434.1         3875895         3887501         11606         MTGIpick
NC_007434.1         3875895         3887227         11332         MTGIpick
NC_007434.1         3875895         3888501         12606         MTGIpick
NC_007434.1         3875941         3887227         11286         MTGIpick
NC_007434.1         3976003         4016501         40498         MTGIpick
NC_007434.1         3976057         4016501         40444         MTGIpick
NC_007435.1         192661         265501         72840         MTGIpick
NC_007435.1         192661         264501         71840         MTGIpick
NC_007435.1         192661         263501         70840         MTGIpick
NC_007435.1         192661         262501         69840         MTGIpick
NC_007435.1         194002         262501         68499         MTGIpick
NC_007435.1         195002         262501         67499         MTGIpick
NC_007435.1         269002         284501         15499         MTGIpick
NC_007435.1         297002         316446         19444         MTGIpick
NC_007435.1         298002         316446         18444         MTGIpick
NC_007435.1         299002         316446         17444         MTGIpick
NC_007435.1         513002         534074         21072         MTGIpick
NC_007435.1         517002         534074         17072         MTGIpick
NC_007435.1         571186         600501         29315         MTGIpick
NC_007435.1         571186         598501         27315         MTGIpick
NC_007435.1         571186         599501         28315         MTGIpick
NC_007435.1         628477         644501         16024         MTGIpick
NC_007435.1         892002         924501         32499         MTGIpick
NC_007435.1         892002         933946         41944         MTGIpick
NC_007435.1         893002         924501         31499         MTGIpick
NC_007435.1         894002         924501         30499         MTGIpick
NC_007435.1         895002         924501         29499         MTGIpick
NC_007435.1         1076002         1092501         16499         MTGIpick
NC_007435.1         1108002         1121501         13499         MTGIpick
NC_007435.1         1383002         1403501         20499         MTGIpick
NC_007435.1         1384002         1402501         18499         MTGIpick
NC_007435.1         1386002         1401501         15499         MTGIpick
NC_007435.1         1452363         1491595         39232         MTGIpick
NC_007435.1         1822002         1840501         18499         MTGIpick
NC_007435.1         1823002         1840501         17499         MTGIpick
NC_007435.1         1824002         1840501         16499         MTGIpick
NC_007435.1         1825002         1840501         15499         MTGIpick
NC_007435.1         1825002         1839501         14499         MTGIpick
NC_007435.1         1921734         1999491         77757         MTGIpick
NC_007435.1         1921734         1997966         76232         MTGIpick
NC_007435.1         1943632         1959536         15904         MTGIpick
NC_007435.1         1943632         1999491         55859         MTGIpick
NC_007435.1         1961002         1999491         38489         MTGIpick
NC_007435.1         2323761         2333501         9740         MTGIpick
NC_007435.1         2323761         2332501         8740         MTGIpick
NC_007435.1         2323761         2369501         45740         MTGIpick
NC_007435.1         2353002         2370501         17499         MTGIpick
NC_007435.1         2353002         2369501         16499         MTGIpick
NC_007435.1         2353002         2381501         28499         MTGIpick
NC_007435.1         2521339         2536501         15162         MTGIpick
NC_007435.1         2521339         2539501         18162         MTGIpick
NC_007435.1         2522037         2552501         30464         MTGIpick
NC_007435.1         2524002         2552501         28499         MTGIpick
NC_007435.1         2525002         2540501         15499         MTGIpick
NC_007435.1         2525002         2542501         17499         MTGIpick
NC_007435.1         2706127         2723907         17780         MTGIpick
NC_007435.1         2883626         2894125         10499         MTGIpick
NC_007435.1         3078002         3091501         13499         MTGIpick
NC_007761.1         167057         181501         14444         MTGIpick
NC_007761.1         168002         181501         13499         MTGIpick
NC_007761.1         228002         254501         26499         MTGIpick
NC_007761.1         247130         254501         7371         MTGIpick
NC_007761.1         486002         508822         22820         MTGIpick
NC_007761.1         487002         508785         21783         MTGIpick
NC_007761.1         488002         508785         20783         MTGIpick
NC_007761.1         676002         702771         26769         MTGIpick
NC_007761.1         677002         702771         25769         MTGIpick
NC_007761.1         678002         702771         24769         MTGIpick
NC_007761.1         753341         825219         71878         MTGIpick
NC_007761.1         785874         820104         34230         MTGIpick
NC_007761.1         785874         825219         39345         MTGIpick
NC_007761.1         932002         945501         13499         MTGIpick
NC_007761.1         1020002         1034501         14499         MTGIpick
NC_007761.1         1057002         1072501         15499         MTGIpick
NC_007761.1         1057002         1073501         16499         MTGIpick
NC_007761.1         1094002         1116501         22499         MTGIpick
NC_007761.1         1094002         1126284         32282         MTGIpick
NC_007761.1         1094002         1161004         67002         MTGIpick
NC_007761.1         1095002         1109271         14269         MTGIpick
NC_007761.1         1139002         1161004         22002         MTGIpick
NC_007761.1         1140002         1161004         21002         MTGIpick
NC_007761.1         1147002         1161004         14002         MTGIpick
NC_007761.1         1327002         1340501         13499         MTGIpick
NC_007761.1         1365002         1392501         27499         MTGIpick
NC_007761.1         1374002         1392501         18499         MTGIpick
NC_007761.1         1375002         1392501         17499         MTGIpick
NC_007761.1         1410468         1446501         36033         MTGIpick
NC_007761.1         1410475         1446501         36026         MTGIpick
NC_007761.1         1420683         1446501         25818         MTGIpick
NC_007761.1         1433002         1446501         13499         MTGIpick
NC_007761.1         1656307         1663501         7194         MTGIpick
NC_007761.1         1680002         1703518         23516         MTGIpick
NC_007761.1         1681002         1703518         22516         MTGIpick
NC_007761.1         1682002         1703134         21132         MTGIpick
NC_007761.1         1684002         1703134         19132         MTGIpick
NC_007761.1         1748957         1777501         28544         MTGIpick
NC_007761.1         1748957         1776501         27544         MTGIpick
NC_007761.1         1799135         1810501         11366         MTGIpick
NC_007761.1         1831002         1845501         14499         MTGIpick
NC_007761.1         1839293         1845501         6208         MTGIpick
NC_007761.1         1882002         1911560         29558         MTGIpick
NC_007761.1         1884002         1899501         15499         MTGIpick
NC_007761.1         1892010         1899501         7491         MTGIpick
NC_007761.1         1892010         1911560         19550         MTGIpick
NC_007761.1         1899308         1911560         12252         MTGIpick
NC_007761.1         2053524         2113228         59704         MTGIpick
NC_007761.1         2613002         2638934         25932         MTGIpick
NC_007761.1         2613002         2639350         26348         MTGIpick
NC_007761.1         2614002         2631501         17499         MTGIpick
NC_007761.1         2615002         2630501         15499         MTGIpick
NC_007761.1         2616002         2629501         13499         MTGIpick
NC_007761.1         2617002         2630501         13499         MTGIpick
NC_007761.1         2715002         2728501         13499         MTGIpick
NC_007761.1         2736002         2767278         31276         MTGIpick
NC_007761.1         2736002         2767358         31356         MTGIpick
NC_007761.1         3047846         3063501         15655         MTGIpick
NC_007761.1         3047846         3060501         12655         MTGIpick
NC_007761.1         3047846         3062501         14655         MTGIpick
NC_007761.1         3233847         3250335         16488         MTGIpick
NC_007761.1         3238866         3250335         11469         MTGIpick
NC_007761.1         3364450         3407426         42976         MTGIpick
NC_007761.1         3364450         3403422         38972         MTGIpick
NC_007761.1         3549002         3592501         43499         MTGIpick
NC_007761.1         3549002         3578451         29449         MTGIpick
NC_007761.1         3556666         3592501         35835         MTGIpick
NC_007761.1         3676002         3693074         17072         MTGIpick
NC_007761.1         3735412         3752234         16822         MTGIpick
NC_007761.1         3778002         3799501         21499         MTGIpick
NC_007761.1         3779002         3799501         20499         MTGIpick
NC_007761.1         3780002         3799501         19499         MTGIpick
NC_007761.1         3780002         3798501         18499         MTGIpick
NC_007761.1         3781002         3799501         18499         MTGIpick
NC_007761.1         3946002         3960501         14499         MTGIpick
NC_007761.1         3946002         3969320         23318         MTGIpick
NC_007761.1         3946002         3975369         29367         MTGIpick
NC_007761.1         4109002         4128501         19499         MTGIpick
NC_007761.1         4110002         4127559         17557         MTGIpick
NC_007761.1         4111002         4125755         14753         MTGIpick
NC_007761.1         4207002         4227501         20499         MTGIpick
NC_007761.1         4208002         4227501         19499         MTGIpick
NC_007761.1         4210002         4227501         17499         MTGIpick
NC_007761.1         4212002         4226501         14499         MTGIpick
NC_007778.1         150002         171501         21499         MTGIpick
NC_007778.1         151002         171501         20499         MTGIpick
NC_007778.1         205002         222501         17499         MTGIpick
NC_007778.1         206002         223501         17499         MTGIpick
NC_007778.1         206002         222501         16499         MTGIpick
NC_007778.1         206002         219501         13499         MTGIpick
NC_007778.1         207002         222501         15499         MTGIpick
NC_007778.1         256002         269501         13499         MTGIpick
NC_007778.1         301002         315501         14499         MTGIpick
NC_007778.1         521002         540501         19499         MTGIpick
NC_007778.1         522002         540501         18499         MTGIpick
NC_007778.1         523002         539501         16499         MTGIpick
NC_007778.1         662002         682501         20499         MTGIpick
NC_007778.1         666002         682501         16499         MTGIpick
